#,item_id,item,quantity,price_per_unit,price,has_sold,created_at,insert_time
186,2815643769702284,Cobalt Ore,6,20,120,true,2025-09-21T16:25:38Z,2025-09-21 15:26:58.544202
187,14074634531897905,Cobalt Ore,6,16.5,99,true,2025-09-21T16:25:14Z,2025-09-21 15:26:58.544293
188,1971218825543954,Cobalt Ore,6,11.67,70,true,2025-09-21T16:23:16Z,2025-09-21 15:26:58.544383
189,2815643762623300,Cobalt Ore,6,16.67,100,true,2025-09-21T16:22:48Z,2025-09-21 15:26:58.544479
190,2815643762623299,Cobalt Ore,6,16.67,100,true,2025-09-21T16:22:44Z,2025-09-21 15:26:58.545129
191,15200542658135882,Cobalt Ore,6,18.5,111,true,2025-09-21T16:22:22Z,2025-09-21 15:26:58.545509
192,15200542658135883,Cobalt Ore,6,18.5,111,true,2025-09-21T16:22:13Z,2025-09-21 15:26:58.545786
193,8445003274256557,Cobalt Ore,3,20,60,true,2025-09-21T16:20:00Z,2025-09-21 15:26:58.545952
194,2534044948564832,Cobalt Ore,5,20,100,true,2025-09-21T16:19:56Z,2025-09-21 15:26:58.546076
195,8445069293850030,Cobalt Ore,5,24.6,123,true,2025-09-21T16:19:42Z,2025-09-21 15:26:58.546245
196,1971218804573888,Cobalt Ore,6,18.5,111,true,2025-09-21T16:18:48Z,2025-09-21 15:26:58.546397
197,6193342825629137,Cobalt Ore,6,16.83,101,true,2025-09-21T16:16:13Z,2025-09-21 15:26:58.546570
198,1971218804573887,Cobalt Ore,6,18.5,111,true,2025-09-21T16:15:50Z,2025-09-21 15:26:58.546813
199,6193342825629136,Cobalt Ore,6,18.17,109,true,2025-09-21T16:14:09Z,2025-09-21 15:26:58.547114
200,8726618231997580,Cobalt Ore,6,15,90,true,2025-09-21T16:12:50Z,2025-09-21 15:26:58.547294
201,8726618231997579,Cobalt Ore,6,15,90,true,2025-09-21T16:12:47Z,2025-09-21 15:26:59.082526
202,7037768299118774,Cobalt Ore,5,16,80,true,2025-09-21T16:12:30Z,2025-09-21 15:26:59.082890
203,7882193296886855,Cobalt Ore,2,14,28,true,2025-09-21T16:12:20Z,2025-09-21 15:26:59.083177
204,14074642685166110,Cobalt Ore,2,11.5,23,true,2025-09-21T16:10:00Z,2025-09-21 15:26:59.083592
205,14074642685166109,Cobalt Ore,6,13.33,80,true,2025-09-21T16:09:50Z,2025-09-21 15:26:59.083956
206,9289529901121601,Cobalt Ore,2,11.5,23,true,2025-09-21T16:08:31Z,2025-09-21 15:26:59.084230
207,2815631679094896,Cobalt Ore,2,12.5,25,true,2025-09-21T16:08:15Z,2025-09-21 15:26:59.084641
208,15481996346458180,Cobalt Ore,6,14.67,88,true,2025-09-21T16:08:00Z,2025-09-21 15:26:59.084900
209,5630340875357311,Cobalt Ore,6,14.83,89,true,2025-09-21T16:07:45Z,2025-09-21 15:26:59.085122
210,6193293545440170,Cobalt Ore,6,14.83,89,true,2025-09-21T16:07:42Z,2025-09-21 15:26:59.085344
211,6193293545440171,Cobalt Ore,6,14.83,89,true,2025-09-21T16:07:39Z,2025-09-21 15:26:59.085562
212,16326442565435578,Cobalt Ore,5,14.8,74,true,2025-09-21T16:06:22Z,2025-09-21 15:26:59.085824
213,2815553083867329,Cobalt Ore,6,15,90,true,2025-09-21T16:05:12Z,2025-09-21 15:26:59.086039
214,2815553083867330,Cobalt Ore,6,15,90,true,2025-09-21T16:05:09Z,2025-09-21 15:26:59.086245
215,3097118669144977,Cobalt Ore,1,10000,10000,true,2025-09-21T16:04:47Z,2025-09-21 15:26:59.086449
216,8163612884600161,Cobalt Ore,6,15,90,true,2025-09-21T16:04:40Z,2025-09-21 15:26:59.086646
217,8163612884600160,Cobalt Ore,6,15,90,true,2025-09-21T16:04:25Z,2025-09-21 15:26:59.086846
218,2815631679094896,Cobalt Ore,4,12.5,50,true,2025-09-21T16:03:11Z,2025-09-21 15:26:59.087044
219,2815643683913862,Cobalt Ore,6,16.5,99,true,2025-09-21T16:03:01Z,2025-09-21 15:26:59.087264
220,2815643683913861,Cobalt Ore,6,16.5,99,true,2025-09-21T16:02:57Z,2025-09-21 15:26:59.087435
221,14919067679720307,Cobalt Ore,6,16.67,100,true,2025-09-21T16:02:11Z,2025-09-21 15:26:59.087608
222,14919067679720308,Cobalt Ore,6,16.67,100,true,2025-09-21T16:02:08Z,2025-09-21 15:26:59.087770
223,3378593591461242,Cobalt Ore,5,22.2,111,true,2025-09-21T16:02:02Z,2025-09-21 15:26:59.087938
